cds_code,name,district,county,county_code,street,city,zip,phone,website,latitude,longitude,grade_low,grade_high,grade_source,level,total_enrollment,k8_enrollment,teachers_ft,teachers_pt,student_teacher_ratio,grades_used,school_shape,is_selectable,is_virtual,sector,status,grade_span_raw,slug
48705406908412,Solano Christian Academy,Fairfield-Suisun Unified,Solano,48,,,,,,,,0,8,PSA enrollment by grade,k8,61,61,7,0,8.7,9,established,True,False,private,Active,K-8,solano-christian-academy-solano
48705406201842,Spectrum Center Schools and Programs Solano Campus,Fairfield-Suisun Unified,Solano,48,,,,,,,,2,12,PSA enrollment by grade,k12,79,36,7,0,11.3,11,established,True,False,private,Active,2-12,spectrum-center-schools-and-programs-solano-campus-solano
48705816982045,St. Basil School,Vallejo City Unified,Solano,48,,,,,,,,0,8,PSA enrollment by grade,k8,266,266,10,4,19.0,9,established,True,False,private,Active,K-8,st-basil-school-solano
48705817010598,St. Catherine of Siena School,Vallejo City Unified,Solano,48,,,,,,,,0,8,PSA enrollment by grade,k8,250,250,10,3,19.2,9,established,True,False,private,Active,K-8,st-catherine-of-siena-school-solano
48705246982052,St. Dominic,Benicia Unified,Solano,48,,,,,,,,0,8,PSA enrollment by grade,k8,290,290,13,4,17.1,9,established,True,False,private,Active,K-8,st-dominic-solano
48705816982060,St. Vincent Ferrer School,Vallejo City Unified,Solano,48,,,,,,,,0,8,PSA enrollment by grade,k8,167,167,15,1,10.4,9,established,True,False,private,Active,K-8,st-vincent-ferrer-school-solano
48705736160709,Stetson Academy,Vacaville Unified,Solano,48,,,,,,,,0,8,PSA enrollment by grade,k8,74,74,6,0,12.3,9,established,True,False,private,Active,K-8,stetson-academy-solano
48705736154025,The Academy of 21st Century Learning,Vacaville Unified,Solano,48,,,,,,,,0,8,PSA enrollment by grade,k8,67,67,1,10,6.1,9,established,True,False,private,Active,K-8,the-academy-of-21st-century-learning-solano
48705816169593,The Veritas School,Vallejo City Unified,Solano,48,,,,,,,,0,0,PSA enrollment by grade,elementary,6,6,1,1,3.0,1,homeschool_shaped,False,False,private,Active,K-K,the-veritas-school-solano
48705736982078,Vacaville Adventist Christian School,Vacaville Unified,Solano,48,,,,,,,,0,6,PSA enrollment by grade,elementary,20,20,1,1,10.0,7,micro,True,False,private,Active,K-6,vacaville-adventist-christian-school-solano
48705736996425,Vacaville Christian Schools,Vacaville Unified,Solano,48,,,,,,,,0,12,PSA enrollment by grade,k12,831,618,49,9,14.3,13,established,True,False,private,Active,K-12,vacaville-christian-schools-solano
48705326156475,Valley of the Sacred Heart Academy,Dixon Unified,Solano,48,,,,,,,,0,8,PSA enrollment by grade,k8,59,59,9,6,3.9,9,established,True,False,private,Active,K-8,valley-of-the-sacred-heart-academy-solano
48705816172555,Village for Life Academy,Vallejo City Unified,Solano,48,,,,,,,,2,7,PSA enrollment by grade,k8,6,6,3,0,2.0,5,micro,True,False,private,Active,2-7,village-for-life-academy-solano
49709200133066,"Anova Center for Education, Sonoma",Santa Rosa High,Sonoma,49,,,,,,,,0,12,PSA enrollment by grade,k12,132,66,12,0,11.0,13,established,True,False,private,Active,K-12,anova-center-for-education-sonoma-sonoma
49709126174163,Carlo Acutis Academy,Santa Rosa Elementary,Sonoma,49,,,,,,,,0,9,PSA enrollment by grade,k12,44,43,2,4,7.3,10,micro,True,False,private,Active,K-9,carlo-acutis-academy-sonoma-6174163
49709126172282,Carlo Acutis Academy,Santa Rosa Elementary,Sonoma,49,,,,,,,,0,8,PSA enrollment by grade,k8,39,39,2,1,13.0,9,micro,True,False,private,Active,K-8,carlo-acutis-academy-sonoma-6172282
49709126908438,Covenant Christian Academy,Santa Rosa Elementary,Sonoma,49,,,,,,,,1,12,PSA enrollment by grade,k12,79,57,1,47,1.6,12,established,True,False,private,Active,1-12,covenant-christian-academy-sonoma
49708620129353,Cypress Primary School,Old Adobe Union,Sonoma,49,,,,,,,,0,10,PSA enrollment by grade,k12,36,31,4,0,9.0,11,micro,True,False,private,Active,K-10,cypress-primary-school-sonoma
49708620115493,Cypress School,Petaluma Joint Union High,Sonoma,49,,,,,,,,7,12,PSA enrollment by grade,middle_high,42,3,5,0,8.4,6,micro,True,False,private,Active,7-12,cypress-school-sonoma
49709206156731,Grace Christian Academy,Santa Rosa High,Sonoma,49,,,,,,,,0,12,PSA enrollment by grade,k12,211,137,3,7,21.1,13,established,True,False,private,Active,K-12,grace-christian-academy-sonoma
49709386906002,Greenacre Homes & School - Atkinson,Sebastopol Union Elementary,Sonoma,49,,,,,,,,2,12,PSA enrollment by grade,k12,36,23,4,0,9.0,10,micro,True,False,private,Active,2-12,greenacre-homes-school-atkinson-sonoma
49706070128892,Greenacre Homes & School - Gravenstein,West Sonoma County Union High,Sonoma,49,,,,,,,,5,12,PSA enrollment by grade,middle_high,20,3,2,0,10.0,6,micro,True,False,private,Active,5-12,greenacre-homes-school-gravenstein-sonoma
49709207089113,Lattice Educational Services,Santa Rosa High,Sonoma,49,,,,,,,,1,12,PSA enrollment by grade,k12,32,24,6,0,5.3,12,micro,True,False,private,Active,1-12,lattice-educational-services-sonoma
49709207102965,New Directions-NPS,Santa Rosa High,Sonoma,49,,,,,,,,6,12,PSA enrollment by grade,middle_high,16,5,2,0,8.0,6,micro,True,False,private,Active,6-12,new-directions-nps-sonoma
49709206941074,New Horizon School and Learning Center,Santa Rosa High,Sonoma,49,,,,,,,,7,12,PSA enrollment by grade,middle_high,12,3,4,1,2.4,6,micro,True,False,private,Active,7-12,new-horizon-school-and-learning-center-sonoma
49709207083371,New Song School,Santa Rosa High,Sonoma,49,,,,,,,,2,11,PSA enrollment by grade,k12,19,18,10,0,1.9,8,established,True,False,private,Active,2-11,new-song-school-sonoma
49709207019268,North Valley School-Santa Rosa,Santa Rosa High,Sonoma,49,,,,,,,,5,12,PSA enrollment by grade,middle_high,24,9,4,0,6.0,8,micro,True,False,private,Active,5-12,north-valley-school-santa-rosa-sonoma
49709616923965,Pleasant Hill Christian School,Twin Hills Union Elementary,Sonoma,49,,,,,,,,0,6,PSA enrollment by grade,elementary,71,71,5,1,11.8,7,established,True,False,private,Active,K-6,pleasant-hill-christian-school-sonoma
49709387069768,Plumfield Academy,Sebastopol Union Elementary,Sonoma,49,,,,,,,,1,12,PSA enrollment by grade,k12,20,12,3,0,6.7,10,micro,True,False,private,Active,1-12,plumfield-academy-sonoma
49709206152664,Quest Forward High School,Santa Rosa High,Sonoma,49,,,,,,,,7,12,PSA enrollment by grade,middle_high,66,16,9,2,6.0,6,established,True,False,private,Active,7-12,quest-forward-high-school-sonoma
49709206983670,Redwood Adventist Academy,Santa Rosa High,Sonoma,49,,,,,,,,0,8,PSA enrollment by grade,k8,88,88,5,1,14.7,9,established,True,False,private,Active,K-8,redwood-adventist-academy-sonoma
49709206203392,Sierra School of Sonoma County,Santa Rosa High,Sonoma,49,,,,,,,,1,12,PSA enrollment by grade,k12,44,30,4,0,11.0,11,micro,True,False,private,Active,1-12,sierra-school-of-sonoma-county-sonoma
49709537099260,SoloQuest High Scool,Sonoma Valley Unified,Sonoma,49,,,,,,,,1,12,PSA enrollment by grade,k12,48,13,3,40,1.1,11,established,True,False,private,Active,1-12,soloquest-high-scool-sonoma
49708056928402,Sonoma Country Day School,Mark West Union Elementary,Sonoma,49,,,,,,,,0,8,PSA enrollment by grade,k8,256,256,39,3,6.1,9,established,True,False,private,Active,K-8,sonoma-country-day-school-sonoma
49710016159743,Sonoma Earth School,West Side Union Elementary,Sonoma,49,,,,,,,,0,8,PSA enrollment by grade,k8,29,29,4,2,4.8,9,micro,True,False,private,Active,K-8,sonoma-earth-school-sonoma
49708056165401,Spring Hills Christian,Mark West Union Elementary,Sonoma,49,,,,,,,,0,12,PSA enrollment by grade,k12,220,183,0,21,10.5,13,established,True,False,private,Active,K-12,spring-hills-christian-sonoma
49709536967368,St. Francis Solano,Sonoma Valley Unified,Sonoma,49,,,,,,,,0,8,PSA enrollment by grade,k8,190,190,11,4,12.7,9,established,True,False,private,Active,K-8,st-francis-solano-sonoma
49753906967376,St. John the Baptist Catholic School,Healdsburg Unified,Sonoma,49,,,,,,,,0,8,PSA enrollment by grade,k8,282,282,11,14,11.3,9,established,True,False,private,Active,K-8,st-john-the-baptist-catholic-school-sonoma
49708056967384,St. Rose Catholic School,Mark West Union Elementary,Sonoma,49,,,,,,,,0,8,PSA enrollment by grade,k8,291,291,14,0,20.8,9,established,True,False,private,Active,K-8,st-rose-catholic-school-sonoma
49708546983720,St. Vincent de Paul Elementary School,Petaluma City Elementary,Sonoma,49,,,,,,,,0,8,PSA enrollment by grade,k8,177,177,11,4,11.8,9,established,True,False,private,Active,K-8,st-vincent-de-paul-elementary-school-sonoma
49708396994164,Summerfield Waldorf School and Farm,Oak Grove Union Elementary,Sonoma,49,,,,,,,,0,12,PSA enrollment by grade,k12,233,178,21,25,5.1,13,established,True,False,private,Active,K-12,summerfield-waldorf-school-and-farm-sonoma
49708547019524,The Spring Hill School,Petaluma City Elementary,Sonoma,49,,,,,,,,0,8,PSA enrollment by grade,k8,83,83,11,2,6.4,9,established,True,False,private,Active,K-8,the-spring-hill-school-sonoma
49708966168140,Tyndale Preparatory Academy,Rincon Valley Union Elementary,Sonoma,49,,,,,,,,3,10,PSA enrollment by grade,middle_high,7,4,1,0,7.0,6,homeschool_shaped,False,False,private,Active,3-10,tyndale-preparatory-academy-sonoma
49708966158216,Victory Christian Academy,Rincon Valley Union Elementary,Sonoma,49,,,,,,,,0,12,PSA enrollment by grade,k12,180,138,12,6,10.0,13,established,True,False,private,Active,K-12,victory-christian-academy-sonoma
49753586917116,Windsor Christian Academy,Windsor Unified,Sonoma,49,,,,,,,,0,8,PSA enrollment by grade,k8,185,185,11,4,12.3,9,established,True,False,private,Active,K-8,windsor-christian-academy-sonoma
49708546902654,harvest christian school,Petaluma City Elementary,Sonoma,49,,,,,,,,0,8,PSA enrollment by grade,k8,158,158,12,2,11.3,9,established,True,False,private,Active,K-8,harvest-christian-school-sonoma
